Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
A.C. Green,PF,35,DAL,50.0,924.0,12.5,0.441,0.031,0.203,9.9,17.8,13.9,4.5,1.6,0.6,6.4,14.8,0.7,0.7,1.4,0.074,-1.1,-1.1,-2.2,0.0
Aaron McKie,SG,26,PHI,50.0,959.0,11.4,0.454,0.131,0.262,3.2,14.0,8.5,17.9,3.6,0.2,17.7,15.2,-0.1,1.7,1.6,0.082,-2.9,2.5,-0.4,0.4
Aaron Williams,PF,27,SEA,40.0,458.0,15.2,0.508,0.008,0.602,13.4,18.9,16.1,7.8,1.6,3.9,16.2,18.4,0.6,0.4,1.1,0.11,-1.7,0.1,-1.6,0.0
Adam Keefe,PF,28,UTA,44.0,642.0,12.2,0.533,0.032,0.718,10.5,16.1,13.5,7.2,1.4,1.4,16.8,14.6,0.8,0.9,1.7,0.126,-1.2,0.4,-0.8,0.2
Adonal Foyle,C,23,GSW,44.0,614.0,12.3,0.45,0.0,0.421,13.5,20.5,16.9,4.7,1.3,5.2,17.8,12.6,0.1,1.0,1.1,0.087,-2.8,1.5,-1.3,0.1
Adonis Jordan,PG,28,MIL,4.0,18.0,18.9,0.521,0.5,1.0,0.0,0.0,0.0,27.0,9.2,0.0,25.8,20.6,0.0,0.0,0.0,0.081,1.3,6.0,7.3,0.0
Al Harrington,PF,18,IND,21.0,160.0,6.4,0.359,0.089,0.268,15.1,13.8,14.5,5.2,1.4,0.9,14.9,22.0,-0.3,0.1,-0.2,-0.049,-6.2,-2.8,-9.0,-0.3
Alan Henderson,SF,26,ATL,38.0,1142.0,16.0,0.485,0.002,0.352,10.3,15.3,12.8,5.2,1.6,1.2,10.6,22.5,1.2,1.9,3.1,0.131,0.3,0.3,0.6,0.8
Allan Houston,SG,27,NYK,50.0,1815.0,13.1,0.515,0.199,0.277,1.3,8.3,4.9,15.0,1.1,0.4,14.1,24.3,1.1,1.8,2.9,0.078,0.0,-0.7,-0.7,0.6
Allen Iverson,SG,23,PHI,48.0,1990.0,22.2,0.508,0.188,0.449,3.8,10.1,6.9,24.2,3.0,0.3,11.7,32.6,4.3,2.9,7.2,0.173,5.1,0.6,5.7,3.9
Alonzo Mourning,C,28,MIA,46.0,1753.0,24.6,0.563,0.003,0.667,12.3,22.0,17.5,8.7,1.1,7.7,14.5,27.1,4.0,3.9,7.9,0.216,2.5,2.2,4.7,3.0
